nome_produto,nivel_comercializacao,estado,mes_ano,preco_medio
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,08/2016,"50,98"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,09/2016,"54,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,10/2016,"51,20"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,11/2016,"53,19"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,12/2016,"56,36"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,01/2017,"56,75"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,02/2017,"55,93"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,03/2017,"50,96"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,04/2017,"44,90"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,05/2017,"54,21"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,06/2017,"53,36"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,07/2017,"53,45"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,08/2017,"49,98"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,09/2017,"51,83"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,10/2017,"56,32"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,01/2014,"41,20"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,02/2014,"41,20"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,03/2014,"41,20"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,04/2014,"41,20"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,05/2014,"41,20"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,06/2014,"41,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,07/2014,"41,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,08/2014,"40,92"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,09/2014,"40,40"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,10/2014,"39,80"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,11/2014,"39,80"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,12/2014,"39,80"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,01/2015,"39,80"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,02/2015,"39,80"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,03/2015,"39,80"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,04/2015,"39,80"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,05/2015,"35,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,06/2015,"35,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,07/2015,"35,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,08/2015,"35,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,09/2015,"35,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,10/2015,"35,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,11/2015,"35,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,12/2015,"35,75"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,01/2016,"36,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PI,02/2016,"36,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,01/2014,"51,51"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,02/2014,"51,00"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,03/2014,"50,83"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,04/2014,"50,42"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,05/2014,"50,33"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,06/2014,"50,27"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,07/2014,"50,33"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,08/2014,"50,33"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,09/2014,"50,48"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,10/2014,"50,80"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,11/2014,"51,03"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,12/2014,"51,69"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,01/2015,"52,53"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,02/2015,"51,67"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,03/2015,"51,52"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,04/2015,"51,77"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,05/2015,"51,97"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,06/2015,"51,92"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,07/2015,"51,89"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,08/2015,"51,37"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,09/2015,"51,45"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,10/2015,"53,67"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,11/2015,"54,62"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,12/2015,"54,58"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,01/2016,"55,01"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,PR,02/2016,"55,50"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,02/2016,"40,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,03/2016,"40,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,04/2016,"40,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,05/2016,"40,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,06/2016,"43,60"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,07/2016,"50,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,08/2016,"50,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,09/2016,"50,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,10/2016,"50,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,11/2016,"50,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,12/2016,"50,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,01/2017,"50,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,02/2017,"50,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,03/2017,"50,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,04/2017,"47,50"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,05/2017,"45,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,06/2017,"45,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,07/2017,"45,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,08/2017,"45,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,09/2017,"45,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,10/2017,"45,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,11/2017,"45,00"
ARROZ LONGO EM CASCA TIPO 1 (60 kg),PRODUTOR,BA,12/2017,"45,00"
ARROZ LONGO EM CASCA TIPO 2 55/13 (60 kg),PRODUTOR,MA,05/2016,"38,00"
ARROZ LONGO EM CASCA TIPO 2 55/13 (60 kg),PRODUTOR,PI,05/2017,"51,00"
ARROZ LONGO EM CASCA TIPO 2 55/13 (60 kg),PRODUTOR,PI,06/2017,"51,00"
ARROZ LONGO EM CASCA TIPO 2 55/13 (60 kg),PRODUTOR,PI,07/2017,"51,24"
ARROZ LONGO EM CASCA TIPO 2 55/13 (60 kg),PRODUTOR,PI,08/2017,"56,00"
ARROZ LONGO EM CASCA TIPO 2 55/13 (60 kg),PRODUTOR,PI,09/2017,"56,00"
ARROZ LONGO EM CASCA TIPO 2 55/13 (60 kg),PRODUTOR,PI,10/2017,"56,00"
ARROZ LONGO EM CASCA TIPO 2 55/13 (60 kg),PRODUTOR,PI,11/2017,"56,00"
ARROZ LONGO EM CASCA TIPO 2 55/13 (60 kg),PRODUTOR,PI,12/2017,"56,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,01/2014,"47,20"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,02/2014,"47,66"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,03/2014,"48,16"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,04/2014,"48,38"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,05/2014,"48,38"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,06/2014,"48,38"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,07/2014,"48,44"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,08/2014,"48,38"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,09/2014,"49,53"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,10/2014,"49,99"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,11/2014,"49,97"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,12/2014,"49,09"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,01/2015,"48,92"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,02/2015,"49,24"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,03/2015,"48,62"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,04/2015,"48,35"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,05/2015,"48,59"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,06/2015,"49,44"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,07/2015,"49,75"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,08/2015,"50,06"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,09/2015,"50,25"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,10/2015,"53,65"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,11/2015,"59,31"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,12/2015,"59,44"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,01/2016,"58,75"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,MS,02/2016,"59,33"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,01/2014,"62,50"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,02/2014,"64,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,03/2014,"64,17"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,04/2014,"64,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,05/2014,"63,83"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,06/2014,"63,83"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,07/2014,"63,83"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,08/2014,"63,83"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,09/2014,"64,27"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,10/2014,"64,42"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,11/2014,"64,79"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,12/2014,"65,34"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,01/2015,"65,62"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,02/2015,"65,62"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,03/2015,"65,81"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,04/2015,"66,83"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,05/2015,"68,50"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,06/2015,"68,38"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,07/2015,"66,75"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,08/2015,"67,67"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,09/2015,"66,11"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,10/2015,"67,98"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,11/2015,"71,51"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,12/2015,"72,08"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,01/2016,"72,54"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PI,02/2016,"71,82"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,01/2014,"46,28"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,02/2014,"45,66"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,03/2014,"45,75"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,04/2014,"45,72"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,05/2014,"45,09"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,06/2014,"45,64"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,07/2014,"45,14"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,08/2014,"44,84"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,09/2014,"44,79"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,10/2014,"45,48"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,11/2014,"45,78"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,12/2014,"46,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,01/2015,"46,62"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,02/2015,"46,75"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,03/2015,"47,40"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,04/2015,"47,61"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,05/2015,"47,50"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,06/2015,"46,87"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,07/2015,"46,60"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,08/2015,"46,21"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,09/2015,"46,98"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,10/2015,"52,70"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,11/2015,"56,18"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,12/2015,"56,26"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,01/2016,"56,80"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,PR,02/2016,"57,63"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,01/2014,"65,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,02/2014,"68,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,03/2014,"70,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,04/2014,"70,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,05/2014,"70,40"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,06/2014,"71,50"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,07/2014,"70,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,08/2014,"73,01"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,09/2014,"73,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,10/2014,"72,92"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,11/2014,"72,80"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,12/2014,"72,80"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,01/2015,"72,80"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,02/2015,"72,38"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,03/2015,"72,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,04/2015,"72,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,05/2015,"72,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,06/2015,"72,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,07/2015,"72,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,08/2015,"71,25"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,09/2015,"69,50"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,10/2015,"69,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,11/2015,"69,00"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,12/2015,"75,75"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,01/2016,"75,75"
ARROZ LONGO FINO BENEFICIADO (30 kg),ATACADO,RN,02/2016,"75,75"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,01/2014,"95,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,02/2014,"94,33"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,03/2014,"95,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,04/2014,"95,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,05/2014,"94,60"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,06/2014,"87,25"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,07/2014,"91,67"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,08/2014,"85,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,09/2014,"86,25"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,10/2014,"96,40"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,11/2014,"92,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,12/2014,"92,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,01/2015,"90,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,02/2015,"91,50"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,03/2015,"92,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,04/2015,"92,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,05/2015,"94,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,06/2015,"85,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,07/2015,"85,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,08/2015,"85,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,09/2015,"90,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,10/2015,"101,60"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,11/2015,"110,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,12/2015,"110,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,01/2016,"107,60"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,BA,02/2016,"110,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,01/2014,"118,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,02/2014,"115,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,03/2014,"120,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,04/2014,"117,50"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,05/2014,"123,80"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,06/2014,"126,50"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,07/2014,"121,25"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,08/2014,"127,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,09/2014,"126,25"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,10/2014,"124,40"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,11/2014,"123,50"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,12/2014,"121,25"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,01/2015,"127,80"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,02/2015,"127,50"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,03/2015,"125,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,04/2015,"124,25"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,05/2015,"127,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,06/2015,"125,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,07/2015,"125,80"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,08/2015,"123,75"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,09/2015,"123,75"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,10/2015,"120,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,11/2015,"130,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,12/2015,"125,00"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,01/2016,"129,40"
ARROZ LONGO FINO BENEFICIADO (60 kg),ATACADO,PE,02/2016,"140,00"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,01/2014,"61,50"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,02/2014,"60,93"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,03/2014,"61,16"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,04/2014,"62,84"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,05/2014,"62,07"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,06/2014,"62,70"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,07/2014,"62,92"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,08/2014,"63,00"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,09/2014,"63,38"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,10/2014,"65,00"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,11/2014,"65,00"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,12/2014,"65,00"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,01/2015,"65,00"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,02/2015,"65,00"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,03/2015,"65,00"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,04/2015,"65,00"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,05/2015,"68,40"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,06/2015,"75,95"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,07/2015,"75,28"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,08/2015,"75,05"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,09/2015,"75,40"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,10/2015,"77,58"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,11/2015,"60,24"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,12/2015,"64,53"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,01/2016,"65,71"
ARROZ LONGO FINO BENEFICIADO A PRAZO (30 kg),ATACADO,SP,02/2016,"65,71"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,01/2014,"60,38"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,02/2014,"59,90"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,03/2014,"60,09"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,04/2014,"62,02"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,05/2014,"61,07"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,06/2014,"61,67"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,07/2014,"61,77"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,08/2014,"61,23"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,09/2014,"58,00"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,10/2014,"58,46"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,11/2014,"60,00"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,12/2014,"60,00"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,01/2015,"60,07"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,02/2015,"60,10"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,03/2015,"60,10"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,04/2015,"62,05"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,05/2015,"67,60"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,06/2015,"74,88"
