nome_produto,nivel_comercializacao,estado,mes_ano,preco_medio
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,05/2014,"35,05"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,06/2014,"35,52"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,07/2014,"35,13"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,08/2014,"34,99"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,09/2014,"35,49"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,10/2014,"35,39"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,11/2014,"35,88"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,12/2014,"36,52"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,01/2015,"36,99"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,02/2015,"36,95"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,03/2015,"35,35"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,04/2015,"34,87"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,05/2015,"34,14"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,06/2015,"32,67"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,07/2015,"32,57"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,08/2015,"33,34"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,09/2015,"35,84"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,10/2015,"38,89"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,11/2015,"39,93"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,12/2015,"40,01"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,01/2016,"40,25"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,02/2016,"40,87"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,03/2016,"39,89"
ARROZ LONGO FINO EM CASCA TIPO 1 (50 kg),PRODUTOR,RS,04/2016,"39,62"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,11/2015,"43,33"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,12/2015,"41,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,01/2016,"43,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,02/2016,"44,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,03/2016,"45,25"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,04/2016,"48,40"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,05/2016,"51,25"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,06/2016,"52,60"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,07/2016,"52,50"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,08/2016,"54,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,09/2016,"52,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,10/2016,"57,50"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,11/2016,"65,60"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,12/2016,"65,50"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,01/2017,"64,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,02/2017,"60,12"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,03/2017,"61,60"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,04/2017,"51,25"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,05/2017,"52,83"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,06/2017,"52,65"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,11/2017,"50,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,MG,12/2017,"51,90"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,10/2015,"39,31"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,11/2015,"40,03"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,12/2015,"40,03"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,01/2016,"40,27"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,02/2016,"40,94"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,03/2016,"39,79"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,04/2016,"39,33"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,05/2016,"40,85"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,06/2016,"45,11"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,07/2016,"49,41"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,08/2016,"49,65"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,09/2016,"49,51"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,10/2016,"48,88"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,11/2016,"48,33"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,12/2016,"48,46"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,01/2017,"48,56"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,02/2017,"48,44"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,03/2017,"42,55"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,04/2017,"39,12"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,05/2017,"39,20"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,06/2017,"39,40"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,07/2017,"39,32"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,08/2017,"39,19"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,09/2017,"37,27"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,10/2017,"35,41"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,11/2017,"36,75"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (50 kg),PRODUTOR,RS,12/2017,"37,03"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,01/2016,"51,88"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,02/2016,"52,58"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,03/2016,"52,81"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,04/2016,"51,33"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,05/2016,"50,05"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,06/2016,"56,47"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,07/2016,"58,99"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,08/2016,"61,27"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,09/2016,"62,86"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,10/2016,"62,94"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,11/2016,"54,44"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,12/2016,"62,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,01/2017,"56,50"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,02/2017,"56,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,03/2017,"54,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,04/2017,"53,50"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,05/2017,"49,44"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,06/2017,"48,71"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,07/2017,"52,15"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,08/2017,"51,69"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,09/2017,"50,88"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,10/2017,"50,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,11/2017,"47,77"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,MS,12/2017,"47,90"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,12/2015,"47,13"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,01/2016,"48,37"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,02/2016,"48,10"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,03/2016,"47,31"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,04/2016,"49,50"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,05/2016,"50,01"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,06/2016,"54,40"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,07/2016,"61,67"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,08/2016,"63,25"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,09/2016,"63,85"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,10/2016,"64,78"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,11/2016,"64,68"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,12/2016,"62,65"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,01/2017,"61,18"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,02/2017,"60,48"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,03/2017,"60,14"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,04/2017,"59,33"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,05/2017,"59,81"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,06/2017,"49,34"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,07/2017,"50,06"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,08/2017,"50,00"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,09/2017,"48,47"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,10/2017,"50,64"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,11/2017,"49,06"
ARROZ LONGO FINO EM CASCA TIPO 1 58/10 (60 kg),PRODUTOR,SP,12/2017,"47,56"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,01/2014,"46,52"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,02/2014,"44,76"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,03/2014,"43,81"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,04/2014,"44,91"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,05/2014,"45,33"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,06/2014,"45,08"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,07/2014,"44,87"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,08/2014,"44,74"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,09/2014,"44,20"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,10/2014,"40,95"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,11/2014,"41,21"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,12/2014,"42,70"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,01/2015,"48,15"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,02/2015,"42,93"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,03/2015,"43,44"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,04/2015,"40,35"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,05/2015,"43,15"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,06/2015,"44,53"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,07/2015,"46,59"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,08/2015,"42,89"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,09/2015,"44,26"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,10/2015,"46,48"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,11/2015,"48,44"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,12/2015,"47,69"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,01/2016,"47,55"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,02/2016,"47,83"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,01/2014,"44,80"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,02/2014,"43,31"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,03/2014,"42,80"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,04/2014,"43,16"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,05/2014,"42,65"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,06/2014,"42,50"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,07/2014,"41,84"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,08/2014,"42,18"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,09/2014,"41,71"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,10/2014,"42,67"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,11/2014,"42,76"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,12/2014,"47,67"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,01/2015,"50,40"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,02/2015,"45,00"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,03/2015,"44,52"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,04/2015,"44,83"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,05/2015,"45,59"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,06/2015,"44,17"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,07/2015,"42,91"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,08/2015,"45,00"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,09/2015,"46,77"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,10/2015,"54,95"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,11/2015,"58,00"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,12/2015,"56,00"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,01/2016,"55,00"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,TO,02/2016,"55,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,01/2014,"45,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,02/2014,"47,12"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,03/2014,"44,13"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,04/2014,"46,75"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,05/2014,"46,50"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,06/2014,"46,50"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,07/2014,"46,50"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,08/2014,"46,60"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,09/2014,"47,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,10/2014,"38,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,11/2014,"39,62"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,12/2014,"41,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,01/2015,"41,33"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,02/2015,"40,17"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,03/2015,"38,50"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,04/2015,"40,50"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,05/2015,"41,10"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,06/2015,"39,83"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,07/2015,"40,87"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,08/2015,"41,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,09/2015,"41,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,10/2015,"41,80"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,11/2015,"44,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,12/2015,"45,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,01/2016,"45,13"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,02/2016,"43,50"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,01/2014,"43,51"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,02/2014,"42,57"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,03/2014,"41,68"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,04/2014,"41,89"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,05/2014,"41,34"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,06/2014,"40,64"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,07/2014,"40,50"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,08/2014,"40,66"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,09/2014,"40,68"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,10/2014,"41,60"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,11/2014,"42,32"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,12/2014,"46,04"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,01/2015,"48,37"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,02/2015,"42,36"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,03/2015,"42,27"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,04/2015,"40,36"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,05/2015,"38,56"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,06/2015,"39,25"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,07/2015,"38,33"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,08/2015,"39,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,09/2015,"39,83"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,10/2015,"49,73"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,11/2015,"51,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,12/2015,"49,75"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,01/2016,"49,00"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,TO,02/2016,"49,00"
ARROZ LONGO FINO EM CASCA TIPO 3 (60 kg),PRODUTOR,GO,03/2015,"41,50"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,03/2016,"2,38"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,04/2016,"2,30"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,05/2016,"2,30"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,06/2016,"2,45"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,07/2016,"2,53"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,08/2016,"2,80"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,09/2016,"2,94"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,10/2016,"2,96"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,11/2016,"2,89"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,12/2016,"2,77"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,01/2017,"2,89"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,02/2017,"2,79"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,03/2017,"2,73"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,04/2017,"2,76"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,05/2017,"2,68"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,06/2017,"2,74"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,07/2017,"2,63"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,08/2017,"2,45"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,09/2017,"2,59"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,10/2017,"2,53"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,11/2017,"2,38"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),ATACADO,SC,12/2017,"2,43"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),VAREJO,SC,02/2016,"2,54"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),VAREJO,SC,03/2016,"2,47"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),VAREJO,SC,04/2016,"2,48"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),VAREJO,SC,05/2016,"2,73"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),VAREJO,SC,06/2016,"3,01"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),VAREJO,SC,07/2016,"2,98"
ARROZ LONGO FINO PARBOILIZADO TIPO 1 (kg),VAREJO,SC,08/2016,"3,14"
